Price,Close,High,Low,Open,Volume,Prediccion_RNN,Precio_Real
2020-02-24,9483.5,9676.7998046875,9459.599609375,9649.7998046875,256063800.0,9896.892,9483.5
2020-02-25,9250.7998046875,9518.900390625,9248.0,9507.0,263346200.0,9593.5205,9250.7998046875
2020-02-26,9316.7998046875,9362.7998046875,9030.7001953125,9213.0,299256300.0,9309.808,9316.7998046875
2020-02-27,8985.900390625,9204.400390625,8877.400390625,9182.2001953125,341792600.0,9286.524,8985.900390625
2020-02-28,8723.2001953125,8818.599609375,8582.7001953125,8748.099609375,497983900.0,9084.613,8723.2001953125
2020-03-02,8741.5,8913.5,8541.099609375,8910.2001953125,355485000.0,8784.257,8741.5
2020-03-03,8811.599609375,9014.2998046875,8776.400390625,8860.2001953125,351219900.0,8714.387,8811.599609375
2020-03-04,8910.0,8963.7001953125,8745.900390625,8827.7998046875,321258300.0,8767.916,8910.0
2020-03-05,8683.0,8962.5,8639.900390625,8960.7998046875,342803500.0,8844.394,8683.0
2020-03-06,8375.599609375,8542.0,8310.400390625,8532.599609375,345901100.0,8745.468,8375.599609375
2020-03-09,7708.7001953125,8022.89990234375,7621.39990234375,7884.0,598769200.0,8473.8545,7708.7001953125
2020-03-10,7461.5,8007.7001953125,7440.60009765625,7815.60009765625,506034000.0,7905.4233,7461.5
2020-03-11,7436.39990234375,7717.10009765625,7364.60009765625,7589.2998046875,369150100.0,7506.818,7436.39990234375
2020-03-12,6390.89990234375,7077.7001953125,6347.0,7040.7998046875,723609100.0,7398.7397,6390.89990234375
2020-03-13,6629.60009765625,7140.5,6468.2998046875,6763.7001953125,473165800.0,6710.6943,6629.60009765625
2020-03-16,6107.2001953125,6362.5,5814.5,6331.0,583614700.0,6498.5254,6107.2001953125
2020-03-17,6498.5,6557.2998046875,6083.0,6444.5,388451800.0,6223.113,6498.5
2020-03-18,6274.7998046875,6524.2001953125,6174.10009765625,6370.5,398609500.0,6292.8623,6274.7998046875
2020-03-19,6395.7998046875,6506.39990234375,6228.2998046875,6368.2001953125,346225500.0,6307.251,6395.799804687501
2020-03-20,6443.2998046875,6769.89990234375,6371.10009765625,6645.39990234375,486796200.0,6346.9917,6443.2998046875
2020-03-23,6230.2001953125,6472.0,6148.0,6223.7001953125,282033200.0,6426.6133,6230.200195312499
2020-03-24,6717.2998046875,6717.2998046875,6403.60009765625,6433.2998046875,301211900.0,6301.5293,6717.299804687501
2020-03-25,6942.39990234375,7058.10009765625,6625.7998046875,6985.89990234375,322631900.0,6536.335,6942.39990234375
2020-03-26,7033.2001953125,7033.2001953125,6759.10009765625,6789.0,248806600.0,6905.011,7033.2001953125
2020-03-27,6777.89990234375,6936.7001953125,6661.89990234375,6916.7001953125,225316500.0,7054.3516,6777.899902343749
2020-03-30,6659.89990234375,6789.10009765625,6507.0,6748.60009765625,232005200.0,6880.718,6659.89990234375
2020-03-31,6785.39990234375,6802.0,6624.7001953125,6746.7998046875,258181200.0,6750.7363,6785.399902343749
2020-04-01,6579.39990234375,6687.7998046875,6565.2001953125,6627.2998046875,235113700.0,6790.78,6579.39990234375
2020-04-02,6574.10009765625,6658.89990234375,6424.5,6633.7001953125,233309800.0,6674.7246,6574.10009765625
2020-04-03,6581.60009765625,6632.5,6509.39990234375,6563.60009765625,215387500.0,6649.984,6581.60009765625
